Match ID,Start Date,Format,Inns,Pos,Overs,Mdns,Runs,Wkts,Econ,Opposition,Location
#4703,2023-11-15,ODI,2,,,,,,,New Zealand,Mumbai
#4705,2023-11-19,ODI,2,,,,,,,Australia,Ahmedabad
#2520,2023-12-26,Test,2,,,,,,,South Africa,Centurion
#2522,2024-01-03,Test,1,,,,,,,South Africa,Cape Town
#2522,2024-01-03,Test,3,,,,,,,South Africa,Cape Town
#2431,2024-01-14,T20I,1,,,,,,,Afghanistan,Indore
#2435,2024-01-17,T20I,2,,,,,,,Afghanistan,Bengaluru
#2639,2024-06-05,T20I,1,,,,,,,Ireland,New York
#2658,2024-06-09,T20I,2,,,,,,,Pakistan,New York
#2671,2024-06-12,T20I,1,,,,,,,U.S.A.,New York
#2710,2024-06-20,T20I,2,,,,,,,Afghanistan,Bridgetown
#2716,2024-06-22,T20I,2,,,,,,,Bangladesh,North Sound
#2721,2024-06-24,T20I,2,,,,,,,Australia,Gros Islet
#2724,2024-06-27,T20I,2,,,,,,,England,Providence Guyana
#2729,2024-06-29,T20I,2,,,,,,,South Africa,Bridgetown
#4752,2024-08-02,ODI,1,,,,,,,Sri Lanka,Colombo
#4753,2024-08-04,ODI,1,,,,,,,Sri Lanka,Colombo
#4754,2024-08-07,ODI,1,,,,,,,Sri Lanka,Colombo
#2550,2024-09-19,Test,2,,,,,,,Bangladesh,Chennai
#2550,2024-09-19,Test,4,,,,,,,Bangladesh,Chennai
#2552,2024-09-27,Test,1,,,,,,,Bangladesh,Kanpur
#2552,2024-09-27,Test,3,,,,,,,Bangladesh,Kanpur
#2555,2024-10-16,Test,2,,,,,,,New Zealand,Bengaluru
#2555,2024-10-16,Test,4,,,,,,,New Zealand,Bengaluru
#2557,2024-10-24,Test,1,,,,,,,New Zealand,Pune
#2557,2024-10-24,Test,3,,,,,,,New Zealand,Pune
#2560,2024-11-01,Test,1,,,,,,,New Zealand,Mumbai
#2560,2024-11-01,Test,3,,,,,,,New Zealand,Mumbai
#2561,2024-11-22,Test,2,,,,,,,Australia,Perth
#2561,2024-11-22,Test,4,,,,,,,Australia,Perth
#2568,2024-12-06,Test,2,,,,,,,Australia,Adelaide
#2568,2024-12-06,Test,4,,,,,,,Australia,Adelaide
#2570,2024-12-14,Test,1,,,,,,,Australia,Brisbane
#2570,2024-12-14,Test,3,,,,,,,Australia,Brisbane
#2571,2024-12-26,Test,1,,,,,,,Australia,Melbourne
#2571,2024-12-26,Test,3,,,,,,,Australia,Melbourne
#2575,2025-01-03,Test,2,,,,,,,Australia,Sydney
#2575,2025-01-03,Test,4,,,,,,,Australia,Sydney
#4828,2025-02-09,ODI,1,,,,,,,England,Cuttack
#4833,2025-02-12,ODI,2,,,,,,,England,Ahmedabad
