Dis,Ct,St,Ct Wk,Ct Fi,Inns,Opposition,Ground,Start Date,Match id
1,1,0,0,1,2,T20I v Australia,Mohali,20 Sep 2022,T20I # 1788
0,0,0,0,0,1,T20I v Australia,Nagpur,23 Sep 2022,T20I # 1794
0,0,0,0,0,1,T20I v Australia,Hyderabad,25 Sep 2022,T20I # 1796
0,0,0,0,0,1,T20I v South Africa,Thiruvananthapuram,28 Sep 2022,T20I # 1800
1,1,0,0,1,2,T20I v South Africa,Guwahati,2 Oct 2022,T20I # 1803
0,0,0,0,0,1,T20I v Pakistan,Melbourne,23 Oct 2022,T20I # 1842
1,1,0,0,1,2,T20I v Netherlands,Sydney,27 Oct 2022,T20I # 1848
0,0,0,0,0,2,T20I v South Africa,Perth,30 Oct 2022,T20I # 1853
0,0,0,0,0,2,T20I v Bangladesh,Adelaide,2 Nov 2022,T20I # 1860
1,1,0,0,1,2,T20I v Zimbabwe,Melbourne,6 Nov 2022,T20I # 1873
0,0,0,0,0,2,T20I v England,Adelaide,10 Nov 2022,T20I # 1878
1,1,0,0,1,2,ODI v Bangladesh,Mirpur,4 Dec 2022,ODI # 4493
0,0,0,0,0,1,ODI v Bangladesh,Mirpur,7 Dec 2022,ODI # 4496
0,0,0,0,0,2,ODI v Bangladesh,Chattogram,10 Dec 2022,ODI # 4499
1,1,0,0,1,2,Test v Bangladesh,Chattogram,14 Dec 2022,Test # 2481
1,1,0,0,1,4,Test v Bangladesh,Chattogram,14 Dec 2022,Test # 2481
0,0,0,0,0,1,Test v Bangladesh,Mirpur,22 Dec 2022,Test # 2484
0,0,0,0,0,3,Test v Bangladesh,Mirpur,22 Dec 2022,Test # 2484
0,0,0,0,0,2,ODI v Sri Lanka,Guwahati,10 Jan 2023,ODI # 4501
0,0,0,0,0,1,ODI v Sri Lanka,Eden Gardens,12 Jan 2023,ODI # 4503
0,0,0,0,0,2,ODI v Sri Lanka,Thiruvananthapuram,15 Jan 2023,ODI # 4505
0,0,0,0,0,2,ODI v New Zealand,Hyderabad,18 Jan 2023,ODI # 4507
0,0,0,0,0,1,ODI v New Zealand,Raipur,21 Jan 2023,ODI # 4509
2,2,0,0,2,2,ODI v New Zealand,Indore,24 Jan 2023,ODI # 4511
1,1,0,0,1,1,Test v Australia,Nagpur,9 Feb 2023,Test # 2490
1,1,0,0,1,3,Test v Australia,Nagpur,9 Feb 2023,Test # 2490
1,1,0,0,1,1,Test v Australia,Delhi,17 Feb 2023,Test # 2493
1,1,0,0,1,3,Test v Australia,Delhi,17 Feb 2023,Test # 2493
0,0,0,0,0,2,Test v Australia,Indore,1 Mar 2023,Test # 2496
0,0,0,0,0,4,Test v Australia,Indore,1 Mar 2023,Test # 2496
1,1,0,0,1,1,Test v Australia,Ahmedabad,9 Mar 2023,Test # 2499
0,0,0,0,0,3,Test v Australia,Ahmedabad,9 Mar 2023,Test # 2499
0,0,0,0,0,1,ODI v Australia,Wankhede,17 Mar 2023,ODI # 4538
0,0,0,0,0,2,ODI v Australia,Visakhapatnam,19 Mar 2023,ODI # 4541
0,0,0,0,0,1,ODI v Australia,Chennai,22 Mar 2023,ODI # 4545
0,0,0,0,0,1,Test v Australia,The Oval,7 Jun 2023,Test # 2505
1,1,0,0,1,3,Test v Australia,The Oval,7 Jun 2023,Test # 2505
0,0,0,0,0,1,Test v West Indies,Roseau,12 Jul 2023,Test # 2510
0,0,0,0,0,3,Test v West Indies,Roseau,12 Jul 2023,Test # 2510
0,0,0,0,0,2,Test v West Indies,Port of Spain,20 Jul 2023,Test # 2513
0,0,0,0,0,4,Test v West Indies,Port of Spain,20 Jul 2023,Test # 2513
1,1,0,0,1,1,ODI v West Indies,Bridgetown,27 Jul 2023,ODI # 4622
TDNF,-,-,-,-,-,ODI v Pakistan,Pallekele,2 Sep 2023,ODI # 4630
1,1,0,0,1,1,ODI v Nepal,Pallekele,4 Sep 2023,ODI # 4632
0,0,0,0,0,2,ODI v Pakistan,Colombo (RPS),10 Sep 2023,ODI # 4639
0,0,0,0,0,2,ODI v Sri Lanka,Colombo (RPS),12 Sep 2023,ODI # 4641
1,1,0,0,1,1,ODI v Sri Lanka,Colombo (RPS),17 Sep 2023,ODI # 4649
1,1,0,0,1,1,ODI v Australia,Rajkot,27 Sep 2023,ODI # 4657
2,2,0,0,2,1,ODI v Australia,Chennai,8 Oct 2023,ODI # 4662
1,1,0,0,1,1,ODI v Afghanistan,Delhi,11 Oct 2023,ODI # 4666
0,0,0,0,0,1,ODI v Pakistan,Ahmedabad,14 Oct 2023,ODI # 4669
0,0,0,0,0,1,ODI v Bangladesh,Pune,19 Oct 2023,ODI # 4674
2,2,0,0,2,1,ODI v New Zealand,Dharamsala,22 Oct 2023,ODI # 4678
0,0,0,0,0,2,ODI v England,Lucknow,29 Oct 2023,ODI # 4686
0,0,0,0,0,2,ODI v Sri Lanka,Wankhede,2 Nov 2023,ODI # 4690
0,0,0,0,0,2,ODI v South Africa,Eden Gardens,5 Nov 2023,ODI # 4694
0,0,0,0,0,2,ODI v Netherlands,Bengaluru,12 Nov 2023,ODI # 4702
0,0,0,0,0,2,ODI v New Zealand,Wankhede,15 Nov 2023,ODI # 4703
1,1,0,0,1,2,ODI v Australia,Ahmedabad,19 Nov 2023,ODI # 4705
0,0,0,0,0,2,Test v South Africa,Centurion,26 Dec 2023,Test # 2520
0,0,0,0,0,1,Test v South Africa,Cape Town,3 Jan 2024,Test # 2522
1,1,0,0,1,3,Test v South Africa,Cape Town,3 Jan 2024,Test # 2522
1,1,0,0,1,1,T20I v Afghanistan,Indore,14 Jan 2024,T20I # 2431
1,1,0,0,1,2,T20I v Afghanistan,Bengaluru,17 Jan 2024,T20I # 2435
1,1,0,0,1,1,T20I v Ireland,New York,5 Jun 2024,T20I # 2639
0,0,0,0,0,2,T20I v Pakistan,New York,9 Jun 2024,T20I # 2658
0,0,0,0,0,1,T20I v U.S.A.,New York,12 Jun 2024,T20I # 2671
0,0,0,0,0,2,T20I v Afghanistan,Bridgetown,20 Jun 2024,T20I # 2710
1,1,0,0,1,2,T20I v Bangladesh,North Sound,22 Jun 2024,T20I # 2716
0,0,0,0,0,2,T20I v Australia,Gros Islet,24 Jun 2024,T20I # 2721
0,0,0,0,0,2,T20I v England,Providence,27 Jun 2024,T20I # 2724
0,0,0,0,0,2,T20I v South Africa,Bridgetown,29 Jun 2024,T20I # 2729
0,0,0,0,0,1,ODI v Sri Lanka,Colombo (RPS),2 Aug 2024,ODI # 4752
1,1,0,0,1,1,ODI v Sri Lanka,Colombo (RPS),4 Aug 2024,ODI # 4753
0,0,0,0,0,1,ODI v Sri Lanka,Colombo (RPS),7 Aug 2024,ODI # 4754
2,2,0,0,2,2,Test v Bangladesh,Chennai,19 Sep 2024,Test # 2550
0,0,0,0,0,4,Test v Bangladesh,Chennai,19 Sep 2024,Test # 2550
0,0,0,0,0,1,Test v Bangladesh,Kanpur,27 Sep 2024,Test # 2552
0,0,0,0,0,3,Test v Bangladesh,Kanpur,27 Sep 2024,Test # 2552
0,0,0,0,0,2,Test v New Zealand,Bengaluru,16 Oct 2024,Test # 2555
0,0,0,0,0,4,Test v New Zealand,Bengaluru,16 Oct 2024,Test # 2555
0,0,0,0,0,1,Test v New Zealand,Pune,24 Oct 2024,Test # 2557
0,0,0,0,0,3,Test v New Zealand,Pune,24 Oct 2024,Test # 2557
0,0,0,0,0,1,Test v New Zealand,Wankhede,1 Nov 2024,Test # 2560
1,1,0,0,1,3,Test v New Zealand,Wankhede,1 Nov 2024,Test # 2560
1,1,0,0,1,2,Test v Australia,Perth,22 Nov 2024,Test # 2561
1,1,0,0,1,4,Test v Australia,Perth,22 Nov 2024,Test # 2561
0,0,0,0,0,2,Test v Australia,Adelaide,6 Dec 2024,Test # 2568
0,0,0,0,0,4,Test v Australia,Adelaide,6 Dec 2024,Test # 2568
3,3,0,0,3,1,Test v Australia,Brisbane,14 Dec 2024,Test # 2570
0,0,0,0,0,3,Test v Australia,Brisbane,14 Dec 2024,Test # 2570
1,1,0,0,1,1,Test v Australia,Melbourne,26 Dec 2024,Test # 2571
0,0,0,0,0,3,Test v Australia,Melbourne,26 Dec 2024,Test # 2571
1,1,0,0,1,2,Test v Australia,Sydney,3 Jan 2025,Test # 2575
0,0,0,0,0,4,Test v Australia,Sydney,3 Jan 2025,Test # 2575
2,2,0,0,2,1,ODI v England,Cuttack,9 Feb 2025,ODI # 4828
0,0,0,0,0,2,ODI v England,Ahmedabad,12 Feb 2025,ODI # 4833
