Player ID,Player URL,FULL NAME,BORN,AGE,BATTING STYLE,BOWLING STYLE,PLAYING ROLE
253802,https://www.espncricinfo.com/cricketers/virat-kohli-253802,Virat Kohli,"November 05, 1988, Delhi",36y 107d,Right hand Bat,Right arm Medium,Top order Batter
